System.Id,System.AreaPath,Node Name,SM POC,AD POC,System.State,Microsoft.VSTS.Common.Severity,Custom.Application,System.Title
4368156,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,Active,3 - Medium,Global,21st Feb | UAT1 | Gen AI | SSA | PII Reporting | Data is moving from one toggle to another in PII reporting popup
4368220,AutomationProcess_29697\mySPRapidSolutioning\TechWarriors,TechWarriors,sankaran.viswanathan,madhuri.chintala,Active,3 - Medium,Mycloud,Feb_UAT | Regression | BPMS | Data Not Saved and Inconsistent Navigation/Field Behavior in Solution Simplification and Due Diligence Screens
4368676,AutomationProcess_29697\mySPIntegratedSolutionPlatform\Pacemakers,Pacemakers,c.dhiman,madhuri.chintala,Active,3 - Medium,Mycloud,Feb 21 | UAT 1 | PLD | Compliance score is reflecting incorrect comparing with opp workflow for operation SL in PLD
4368702,AutomationProcess_29697\mySPRapidSolutioning\DevStormers,DevStormers,jayanth.kumar,madhuri.chintala,Active,3 - Medium,SI,Feb 21 || SI || UAT || PCW version || Online MMP Export || Getting Duplicate rows in MMP-FFP file.
4368764,AutomationProcess_29697\myISP_DSP\Ninjawarriors,Ninjawarriors,murugan.ssubramanian,srinivasan.ks,Active,3 - Medium,Global,21st Feb | UAT1 | DSP | Custom Slide | Added custom slides are not visible in the Downloaded PPT/PDF
4368768,AutomationProcess_29697\mySPRapidSolutioning\Insurgents,Insurgents,vishnupriya.aluru,srinivasan.ks,Active,2 - High,SI,21st FEB | myISP | PT/UAT | SI DCTA | DCTA is not getting displayed in HKDA Source dropdown.
4368832,AutomationProcess_29697\mySPRapidSolutioning\Simulators,Simulators,vishnupriya.aluru,srinivasan.ks,Active,3 - Medium,Global,UAT 1 | Feb 21st | MDA |DNP>Contractual Assumption>Cola Coverage>Contractual Coverage approach data is not aligned between BPMS & MSDA
4368849,AutomationProcess_29697\mySPRapidSolutioning\TechCoders,TechCoders,vishnupriya.aluru,srinivasan.ks,Ready to Deploy,3 - Medium,Global,21st FEB | myISP | UAT1 |AMS | Costing| Import File Is Not working in OtherCost Subscreen
4368854,AutomationProcess_29697\mySPVisionToValue\Everest,Everest,suresh.devarajan,srinivasan.sivakumar,Active,3 - Medium,Global,Feb 21st ||UAT||Mobilization Calculator-On importing excel and updating correct FTEs on saving it via dirty check the data is not saving in wave mapping.
4368859,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,1 - Critical,Global,FEB PT And UAT || [Gen AI - SSA] || Single Agent Query Inside Module Without @ Selection for LPS Is not working as expected
4368998,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,4 - Low,Global,GenAI: SSA- agent pane has scroller in HSP
4369025,AutomationProcess_29697\myISP_DSP\Pixel Pioneers,Pixel Pioneers,murugan.ssubramanian,srinivasan.ks,New,3 - Medium,Global,Feb 21 | Feb UAT | Regression | Windows 11| Digital Documentation | CDAT Summary | Unable to add comment in Key Callouts under CDAT Summary as SA role.
4369040,AutomationProcess_29697\mySPIntegratedSolutionPlatform\TechAvengers,TechAvengers,jayanth.kumar,madhuri.chintala,Active,2 - High,SI,"21st Feb | UAT1 | PCW | Carting | Online/offline| After carting, the total ACN cost value for DNP and the total ACN labor cost in staffing are not matching"
4369042,AutomationProcess_29697\mySPRapidSolutioning\TechWarriors,TechWarriors,sankaran.viswanathan,madhuri.chintala,New,3 - Medium,Mycloud,"Feb 21st | UAT | Review Approval | While clicking on Foxtrot Questionnaire from the Reporting and Compliance dropdown, it is not navigating to the required screen initially"
4369198,AutomationProcess_29697\mySPRapidSolutioning\Simulators,Simulators,vishnupriya.aluru,srinivasan.ks,Active,2 - High,Global,UAT 1 | Feb 21st | MDA |BPMS_Headcount/ Pyramid >data is blank in Delivery tab
4369200,AutomationProcess_29697\mySolutionPlanner Team - NextGen\NGTransformers,NGTransformers,sankaran.viswanathan,madhuri.chintala,Active,2 - High,Global,21 Feb| PT | MMS | Newly created deals in MarQtrTst are not flowing to Feb PT MyISP env
4369318,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,3 - Medium,Global,FEB PT And UAT || [Gen AI - SSA] || Procced with these filters are not clickable
4369346,AutomationProcess_29697\myISP_DSP\Pixel Pioneers,Pixel Pioneers,murugan.ssubramanian,srinivasan.ks,New,3 - Medium,Global,Feb 21 | Feb UAT | Regression | Windows 11| Digital Documentation | CDAT Summary | Able to add comment in Key Callouts under CDAT Summary as RA role.
4369348,AutomationProcess_29697\mySPVisionToValue\Codeplayers,Codeplayers,suresh.devarajan,srinivasan.sivakumar,Active,2 - High,Global,"21 FEB 2026: EVT Calculator: On clicking on save as draft or Continue in package selection criteria, It is not navigating to next screen"
4369351,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,Active,2 - High,Global,Feb PT/ UAT || US Regression|| [Gen AI - SSA] || Stop Icon || Stop Icons is not visible for LPS
4369364,AutomationProcess_29697\mySPIntegratedSolutionPlatform\SolutionDataLake,SolutionDataLake,vishnupriya.aluru,srinivasan.ks,Active,3 - Medium,Global,Feb 21st | UAT1 | IMS | MMP | KDA | Productivity values are mismatching in KDA
4369370,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,4 - Low,Global,21st Feb: Gen-AI: UI is not aligned for PII form and allows multiple submits
4369374,AutomationProcess_29697\mySPRapidSolutioning\agentcrafters,agentcrafters,krishnaveni.ayyappan,krishnaveni.ayyappan,New,2 - High,Global,21st Feb| Regression | AI Foundry | myISP UAT |Staffing operation getting failed
4369379,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,4 - Low,Global,21 Feb: GenAI-SSA: agent info font needs to resize in deep dive mode for
4369385,AutomationProcess_29697\mySPIntegratedSolutionPlatform\Pacemakers,Pacemakers,c.dhiman,madhuri.chintala,Active,3 - Medium,Mycloud,Feb 21 | UAT 1 | PLD | Expand icon is displaying incorrect in unassigned grid in applicable Sg instead of Opportunity name in S&C PLD
4369389,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,2 - High,Global,21 Feb: GenAI:SSA: Not able to fetch response in SSA chat
4369390,AutomationProcess_29697\mySPIntegratedSolutionPlatform\Cognilytics,Cognilytics,vishnupriya.aluru,srinivasan.ks,Active,3 - Medium,Global,21st Feb | Regression | UAT1 | MyISP | BPMSVT | KDA Last Updated Date is not flowing in BPMSVT
4369424,AutomationProcess_29697\mySPIntegratedSolutionPlatform\DynamicDev,DynamicDev,c.dhiman,madhuri.chintala,New,3 - Medium,Mycloud,Feb 21 | UAT 1 | PLD | Reason for SG cancellation is not updated completely for partial cancellation for S&C PLD
4369427,AutomationProcess_29697\mySPIntegratedSolutionPlatform\Forecasters,Forecasters,sankaran.viswanathan,madhuri.chintala,Active,4 - Low,Mycloud,Feb_UAT | BPMS | Regression | solution to contracting analysis tile showing enabled. when i selected to wrws tile
4369428,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,2 - High,Global,"FEB PT And UAT || [Gen AI - SSA] ||Wrong response is getting for no option"" No"" Option"
4369433,AutomationProcess_29697\mySPIntegratedSolutionPlatform\GEN AI - Solution Super Agent,GEN AI - Solution Super Agent,murugan.ssubramanian,srinivasan.ks,New,4 - Low,Global,21Feb: GenAI:SSA: PII reporting shows both module and chat options.
4369435,AutomationProcess_29697\myISP_DSP\Ninjawarriors,Ninjawarriors,murugan.ssubramanian,srinivasan.ks,Ready to Deploy,4 - Low,Global,21st Feb | Digital Documentation | Upload Documents| Default value is getting disabled in Solution Version in Upload document screen for BPMS/IMS
4369439,AutomationProcess_29697\mySPRapidSolutioning\agentcrafters,agentcrafters,krishnaveni.ayyappan,krishnaveni.ayyappan,New,3 - Medium,AO,"UAT__AI Foundry_TC_ Prompt Library_ Fetching limited (4–5) solution version details for the selected MMS ID, and the note message is missing."
4369443,AutomationProcess_29697\mySPIntegratedSolutionPlatform\Gen AI - Solution Review Agent,Gen AI - Solution Review Agent,murugan.ssubramanian,srinivasan.ks,New,3 - Medium,Global,FEB 21 PT|SRA|Issues in excel file
4369461,AutomationProcess_29697\mySPIntegratedSolutionPlatform\SolutionDataLake,SolutionDataLake,vishnupriya.aluru,srinivasan.ks,Active,3 - Medium,Global,UAT 1 | Feb 21st | MDA |Headcount>PMO>Data is present only in KT but able to see data in SD as well
4369517,AutomationProcess_29697\mySPIntegratedSolutionPlatform\SolutionDataLake,SolutionDataLake,vishnupriya.aluru,srinivasan.ks,New,3 - Medium,Global,Feb 21st_UAT1_Query:  Mobilization data with delivery Run ramp sub service is not getting displayed in MDA DNP report other cost assumption for IMS OCP route.
4369520,AutomationProcess_29697\mySPIntegratedSolutionPlatform\Pacemakers,Pacemakers,c.dhiman,madhuri.chintala,New,3 - Medium,Mycloud,Feb 21 | UAT 1 | PLD |Multiple issues in unassigned grid for technology service group
4369521,AutomationProcess_29697\mySPRapidSolutioning\TechWarriors,TechWarriors,sankaran.viswanathan,madhuri.chintala,New,1 - Critical,Global,21st Feb || IMS || UAT1 || Regression || Solution Components are Disabled
